coords,lat,lon
"16.225, -60.425",16.225,-60.425
"16.225, -60.45",16.225,-60.45
"16.225, -60.475",16.225,-60.475
"16.225, -60.5",16.225,-60.5
"16.225, -60.525",16.225,-60.525
"16.225, -60.55",16.225,-60.55
"16.225, -60.575",16.225,-60.575
"16.225, -60.6",16.225,-60.6
"16.225, -60.625",16.225,-60.625
"16.225, -60.65",16.225,-60.65
"16.225, -60.675",16.225,-60.675
"16.225, -60.7",16.225,-60.7
"16.225, -60.725",16.225,-60.725
"16.225, -60.75",16.225,-60.75
"16.225, -60.775",16.225,-60.775
"16.225, -60.8",16.225,-60.8
"16.225, -60.825",16.225,-60.825
"16.225, -60.85",16.225,-60.85
"16.225, -60.875",16.225,-60.875
"16.225, -60.9",16.225,-60.9
"16.225, -60.925",16.225,-60.925
"16.225, -60.95",16.225,-60.95
"16.225, -60.975",16.225,-60.975
"16.225, -61",16.225,-61
"16.225, -61.025",16.225,-61.025
"16.225, -61.05",16.225,-61.05
"16.225, -61.075",16.225,-61.075
"16.225, -61.1",16.225,-61.1
"16.225, -61.125",16.225,-61.125
"16.225, -61.15",16.225,-61.15
"16.225, -61.175",16.225,-61.175
"16.225, -61.2",16.225,-61.2
"16.225, -61.225",16.225,-61.225
"16.225, -61.25",16.225,-61.25
"16.225, -61.275",16.225,-61.275
"16.225, -61.3",16.225,-61.3
"16.225, -61.325",16.225,-61.325
"16.225, -61.35",16.225,-61.35
"16.225, -61.375",16.225,-61.375
"16.225, -61.575",16.225,-61.575
"16.225, -61.8",16.225,-61.8
"16.225, -61.825",16.225,-61.825
"16.225, -61.85",16.225,-61.85
"16.225, -61.875",16.225,-61.875
"16.225, -61.9",16.225,-61.9
"16.225, -61.925",16.225,-61.925
"16.225, -61.95",16.225,-61.95
"16.225, -61.975",16.225,-61.975
"16.225, -62",16.225,-62
"16.225, -62.025",16.225,-62.025
"16.225, -62.05",16.225,-62.05
"16.225, -62.075",16.225,-62.075
"16.225, -62.1",16.225,-62.1
"16.225, -62.125",16.225,-62.125
"16.225, -62.15",16.225,-62.15
"16.225, -62.175",16.225,-62.175
"16.225, -62.2",16.225,-62.2
"16.25, -60.4",16.25,-60.4
"16.25, -60.425",16.25,-60.425
"16.25, -60.45",16.25,-60.45
"16.25, -60.475",16.25,-60.475
"16.25, -60.5",16.25,-60.5
"16.25, -60.525",16.25,-60.525
"16.25, -60.55",16.25,-60.55
"16.25, -60.575",16.25,-60.575
"16.25, -60.6",16.25,-60.6
"16.25, -60.625",16.25,-60.625
"16.25, -60.65",16.25,-60.65
"16.25, -60.675",16.25,-60.675
"16.25, -60.7",16.25,-60.7
"16.25, -60.725",16.25,-60.725
"16.25, -60.75",16.25,-60.75
"16.25, -60.775",16.25,-60.775
"16.25, -60.8",16.25,-60.8
"16.25, -60.825",16.25,-60.825
"16.25, -60.85",16.25,-60.85
"16.25, -60.875",16.25,-60.875
"16.25, -60.9",16.25,-60.9
"16.25, -60.925",16.25,-60.925
"16.25, -60.95",16.25,-60.95
"16.25, -60.975",16.25,-60.975
"16.25, -61",16.25,-61
"16.25, -61.025",16.25,-61.025
"16.25, -61.05",16.25,-61.05
"16.25, -61.075",16.25,-61.075
"16.25, -61.1",16.25,-61.1
"16.25, -61.125",16.25,-61.125
"16.25, -61.15",16.25,-61.15
"16.25, -61.175",16.25,-61.175
"16.25, -61.225",16.25,-61.225
"16.25, -61.25",16.25,-61.25
"16.25, -61.275",16.25,-61.275
"16.25, -61.55",16.25,-61.55
"16.25, -61.825",16.25,-61.825
"16.25, -61.85",16.25,-61.85
"16.25, -61.875",16.25,-61.875
"16.25, -61.9",16.25,-61.9
"16.25, -61.925",16.25,-61.925
"16.25, -61.95",16.25,-61.95
"16.25, -61.975",16.25,-61.975
"16.25, -62",16.25,-62
"16.25, -62.025",16.25,-62.025
"16.25, -62.05",16.25,-62.05
"16.25, -62.075",16.25,-62.075
"16.25, -62.1",16.25,-62.1
"16.25, -62.125",16.25,-62.125
"16.25, -62.15",16.25,-62.15
"16.25, -62.175",16.25,-62.175
"16.25, -62.2",16.25,-62.2
"16.275, -60.4",16.275,-60.4
"16.275, -60.425",16.275,-60.425
"16.275, -60.45",16.275,-60.45
"16.275, -60.475",16.275,-60.475
"16.275, -60.5",16.275,-60.5
"16.275, -60.525",16.275,-60.525
"16.275, -60.55",16.275,-60.55
"16.275, -60.575",16.275,-60.575
"16.275, -60.6",16.275,-60.6
"16.275, -60.625",16.275,-60.625
"16.275, -60.65",16.275,-60.65
"16.275, -60.675",16.275,-60.675
"16.275, -60.7",16.275,-60.7
"16.275, -60.725",16.275,-60.725
"16.275, -60.75",16.275,-60.75
"16.275, -60.775",16.275,-60.775
"16.275, -60.8",16.275,-60.8
"16.275, -60.825",16.275,-60.825
"16.275, -60.85",16.275,-60.85
"16.275, -60.875",16.275,-60.875
"16.275, -60.9",16.275,-60.9
"16.275, -60.925",16.275,-60.925
"16.275, -60.95",16.275,-60.95
"16.275, -60.975",16.275,-60.975
"16.275, -61",16.275,-61
"16.275, -61.025",16.275,-61.025
"16.275, -61.05",16.275,-61.05
"16.275, -61.075",16.275,-61.075
"16.275, -61.1",16.275,-61.1
"16.275, -61.125",16.275,-61.125
"16.275, -61.15",16.275,-61.15
"16.275, -61.175",16.275,-61.175
"16.275, -61.2",16.275,-61.2
"16.275, -61.225",16.275,-61.225
"16.275, -61.825",16.275,-61.825
"16.275, -61.85",16.275,-61.85
"16.275, -61.875",16.275,-61.875
"16.275, -61.9",16.275,-61.9
"16.275, -61.925",16.275,-61.925
"16.275, -61.95",16.275,-61.95
"16.275, -61.975",16.275,-61.975
"16.275, -62",16.275,-62
"16.275, -62.025",16.275,-62.025
"16.275, -62.05",16.275,-62.05
"16.275, -62.075",16.275,-62.075
"16.275, -62.1",16.275,-62.1
"16.275, -62.125",16.275,-62.125
"16.275, -62.15",16.275,-62.15
"16.275, -62.175",16.275,-62.175
"16.275, -62.2",16.275,-62.2
"16.3, -60.4",16.3,-60.4
"16.3, -60.425",16.3,-60.425
"16.3, -60.45",16.3,-60.45
"16.3, -60.475",16.3,-60.475
"16.3, -60.5",16.3,-60.5
"16.3, -60.525",16.3,-60.525
"16.3, -60.55",16.3,-60.55
"16.3, -60.575",16.3,-60.575
"16.3, -60.6",16.3,-60.6
"16.3, -60.625",16.3,-60.625
"16.3, -60.65",16.3,-60.65
"16.3, -60.675",16.3,-60.675
"16.3, -60.7",16.3,-60.7
"16.3, -60.725",16.3,-60.725
"16.3, -60.75",16.3,-60.75
"16.3, -60.775",16.3,-60.775
"16.3, -60.8",16.3,-60.8
"16.3, -60.825",16.3,-60.825
"16.3, -60.85",16.3,-60.85
"16.3, -60.875",16.3,-60.875
"16.3, -60.9",16.3,-60.9
"16.3, -60.925",16.3,-60.925
"16.3, -60.95",16.3,-60.95
"16.3, -60.975",16.3,-60.975
"16.3, -61",16.3,-61
"16.3, -61.025",16.3,-61.025
"16.3, -61.05",16.3,-61.05
"16.3, -61.075",16.3,-61.075
"16.3, -61.1",16.3,-61.1
"16.3, -61.125",16.3,-61.125
"16.3, -61.15",16.3,-61.15
"16.3, -61.175",16.3,-61.175
"16.3, -61.2",16.3,-61.2
"16.3, -61.225",16.3,-61.225
"16.3, -61.25",16.3,-61.25
"16.3, -61.55",16.3,-61.55
"16.3, -61.575",16.3,-61.575
"16.3, -61.6",16.3,-61.6
"16.3, -61.825",16.3,-61.825
"16.3, -61.85",16.3,-61.85
"16.3, -61.875",16.3,-61.875
"16.3, -61.9",16.3,-61.9
"16.3, -61.925",16.3,-61.925
"16.3, -61.95",16.3,-61.95
"16.3, -61.975",16.3,-61.975
"16.3, -62",16.3,-62
"16.3, -62.025",16.3,-62.025
"16.3, -62.05",16.3,-62.05
"16.3, -62.075",16.3,-62.075
"16.3, -62.1",16.3,-62.1
"16.3, -62.125",16.3,-62.125
"16.3, -62.15",16.3,-62.15
"16.3, -62.175",16.3,-62.175
"16.3, -62.2",16.3,-62.2
"16.325, -60.4",16.325,-60.4
"16.325, -60.425",16.325,-60.425
"16.325, -60.45",16.325,-60.45
"16.325, -60.475",16.325,-60.475
"16.325, -60.5",16.325,-60.5
"16.325, -60.525",16.325,-60.525
"16.325, -60.55",16.325,-60.55
"16.325, -60.575",16.325,-60.575
"16.325, -60.6",16.325,-60.6
"16.325, -60.625",16.325,-60.625
"16.325, -60.65",16.325,-60.65
"16.325, -60.675",16.325,-60.675
"16.325, -60.7",16.325,-60.7
"16.325, -60.725",16.325,-60.725
"16.325, -60.75",16.325,-60.75
"16.325, -60.775",16.325,-60.775
"16.325, -60.8",16.325,-60.8
"16.325, -60.825",16.325,-60.825
"16.325, -60.85",16.325,-60.85
"16.325, -60.875",16.325,-60.875
"16.325, -60.9",16.325,-60.9
"16.325, -60.925",16.325,-60.925
"16.325, -60.95",16.325,-60.95
"16.325, -60.975",16.325,-60.975
"16.325, -61",16.325,-61
"16.325, -61.075",16.325,-61.075
"16.325, -61.1",16.325,-61.1
"16.325, -61.125",16.325,-61.125
"16.325, -61.15",16.325,-61.15
"16.325, -61.175",16.325,-61.175
"16.325, -61.2",16.325,-61.2
"16.325, -61.225",16.325,-61.225
"16.325, -61.25",16.325,-61.25
"16.325, -61.275",16.325,-61.275
"16.325, -61.55",16.325,-61.55
"16.325, -61.575",16.325,-61.575
"16.325, -61.6",16.325,-61.6
"16.325, -61.625",16.325,-61.625
"16.325, -61.65",16.325,-61.65
"16.325, -61.8",16.325,-61.8
"16.325, -61.825",16.325,-61.825
"16.325, -61.85",16.325,-61.85
"16.325, -61.875",16.325,-61.875
"16.325, -61.9",16.325,-61.9
"16.325, -61.925",16.325,-61.925
"16.325, -61.95",16.325,-61.95
"16.325, -61.975",16.325,-61.975
"16.325, -62",16.325,-62
"16.325, -62.025",16.325,-62.025
"16.325, -62.05",16.325,-62.05
"16.325, -62.075",16.325,-62.075
"16.325, -62.1",16.325,-62.1
"16.325, -62.125",16.325,-62.125
"16.325, -62.15",16.325,-62.15
"16.325, -62.175",16.325,-62.175
"16.325, -62.2",16.325,-62.2
"16.35, -60.4",16.35,-60.4
"16.35, -60.425",16.35,-60.425
"16.35, -60.45",16.35,-60.45
"16.35, -60.475",16.35,-60.475
"16.35, -60.5",16.35,-60.5
"16.35, -60.525",16.35,-60.525
"16.35, -60.55",16.35,-60.55
"16.35, -60.575",16.35,-60.575
"16.35, -60.6",16.35,-60.6
"16.35, -60.625",16.35,-60.625
"16.35, -60.65",16.35,-60.65
"16.35, -60.675",16.35,-60.675
"16.35, -60.7",16.35,-60.7
"16.35, -60.725",16.35,-60.725
"16.35, -60.75",16.35,-60.75
"16.35, -60.775",16.35,-60.775
"16.35, -60.8",16.35,-60.8
"16.35, -60.825",16.35,-60.825
"16.35, -60.85",16.35,-60.85
"16.35, -60.875",16.35,-60.875
"16.35, -60.9",16.35,-60.9
"16.35, -60.925",16.35,-60.925
"16.35, -60.95",16.35,-60.95
"16.35, -60.975",16.35,-60.975
"16.35, -61",16.35,-61
"16.35, -61.025",16.35,-61.025
"16.35, -61.05",16.35,-61.05
"16.35, -61.075",16.35,-61.075
"16.35, -61.1",16.35,-61.1
"16.35, -61.125",16.35,-61.125
"16.35, -61.15",16.35,-61.15
"16.35, -61.175",16.35,-61.175
"16.35, -61.2",16.35,-61.2
"16.35, -61.225",16.35,-61.225
"16.35, -61.25",16.35,-61.25
"16.35, -61.275",16.35,-61.275
"16.35, -61.3",16.35,-61.3
"16.35, -61.325",16.35,-61.325
"16.35, -61.35",16.35,-61.35
"16.35, -61.375",16.35,-61.375
"16.35, -61.55",16.35,-61.55
"16.35, -61.575",16.35,-61.575
"16.35, -61.6",16.35,-61.6
"16.35, -61.625",16.35,-61.625
"16.35, -61.65",16.35,-61.65
"16.35, -61.675",16.35,-61.675
"16.35, -61.7",16.35,-61.7
"16.35, -61.775",16.35,-61.775
"16.35, -61.8",16.35,-61.8
"16.35, -61.825",16.35,-61.825
"16.35, -61.85",16.35,-61.85
"16.35, -61.875",16.35,-61.875
"16.35, -61.9",16.35,-61.9
"16.35, -61.925",16.35,-61.925
"16.35, -61.95",16.35,-61.95
"16.35, -61.975",16.35,-61.975
"16.35, -62",16.35,-62
"16.35, -62.025",16.35,-62.025
"16.35, -62.05",16.35,-62.05
"16.35, -62.075",16.35,-62.075
"16.35, -62.1",16.35,-62.1
"16.35, -62.125",16.35,-62.125
"16.35, -62.15",16.35,-62.15
"16.35, -62.175",16.35,-62.175
"16.35, -62.2",16.35,-62.2
"16.375, -60.4",16.375,-60.4
"16.375, -60.425",16.375,-60.425
"16.375, -60.45",16.375,-60.45
"16.375, -60.475",16.375,-60.475
"16.375, -60.5",16.375,-60.5
"16.375, -60.525",16.375,-60.525
"16.375, -60.55",16.375,-60.55
"16.375, -60.575",16.375,-60.575
"16.375, -60.6",16.375,-60.6
"16.375, -60.625",16.375,-60.625
"16.375, -60.65",16.375,-60.65
"16.375, -60.675",16.375,-60.675
"16.375, -60.7",16.375,-60.7
"16.375, -60.725",16.375,-60.725
"16.375, -60.75",16.375,-60.75
"16.375, -60.775",16.375,-60.775
"16.375, -60.8",16.375,-60.8
"16.375, -60.825",16.375,-60.825
"16.375, -60.85",16.375,-60.85
"16.375, -60.875",16.375,-60.875
"16.375, -60.9",16.375,-60.9
"16.375, -60.925",16.375,-60.925
"16.375, -60.95",16.375,-60.95
"16.375, -60.975",16.375,-60.975
"16.375, -61",16.375,-61
"16.375, -61.025",16.375,-61.025
"16.375, -61.05",16.375,-61.05
"16.375, -61.075",16.375,-61.075
"16.375, -61.1",16.375,-61.1
"16.375, -61.125",16.375,-61.125
"16.375, -61.15",16.375,-61.15
"16.375, -61.175",16.375,-61.175
"16.375, -61.2",16.375,-61.2
"16.375, -61.225",16.375,-61.225
"16.375, -61.25",16.375,-61.25
"16.375, -61.275",16.375,-61.275
"16.375, -61.3",16.375,-61.3
"16.375, -61.325",16.375,-61.325
"16.375, -61.35",16.375,-61.35
"16.375, -61.375",16.375,-61.375
"16.375, -61.4",16.375,-61.4
"16.375, -61.5",16.375,-61.5
"16.375, -61.525",16.375,-61.525
"16.375, -61.55",16.375,-61.55
"16.375, -61.575",16.375,-61.575
"16.375, -61.6",16.375,-61.6
"16.375, -61.625",16.375,-61.625
"16.375, -61.65",16.375,-61.65
"16.375, -61.675",16.375,-61.675
"16.375, -61.7",16.375,-61.7
"16.375, -61.725",16.375,-61.725
"16.375, -61.75",16.375,-61.75
"16.375, -61.775",16.375,-61.775
"16.375, -61.8",16.375,-61.8
"16.375, -61.825",16.375,-61.825
"16.375, -61.85",16.375,-61.85
"16.375, -61.875",16.375,-61.875
"16.375, -61.9",16.375,-61.9
"16.375, -61.925",16.375,-61.925
"16.375, -61.95",16.375,-61.95
"16.375, -61.975",16.375,-61.975
"16.375, -62",16.375,-62
"16.375, -62.025",16.375,-62.025
"16.375, -62.05",16.375,-62.05
"16.375, -62.075",16.375,-62.075
"16.375, -62.1",16.375,-62.1
"16.375, -62.125",16.375,-62.125
"16.375, -62.15",16.375,-62.15
"16.375, -62.175",16.375,-62.175
"16.375, -62.2",16.375,-62.2
"16.4, -60.4",16.4,-60.4
"16.4, -60.425",16.4,-60.425
"16.4, -60.45",16.4,-60.45
"16.4, -60.475",16.4,-60.475
"16.4, -60.5",16.4,-60.5
"16.4, -60.525",16.4,-60.525
"16.4, -60.55",16.4,-60.55
"16.4, -60.575",16.4,-60.575
"16.4, -60.6",16.4,-60.6
"16.4, -60.625",16.4,-60.625
"16.4, -60.65",16.4,-60.65
"16.4, -60.675",16.4,-60.675
"16.4, -60.7",16.4,-60.7
"16.4, -60.725",16.4,-60.725
"16.4, -60.75",16.4,-60.75
"16.4, -60.775",16.4,-60.775
"16.4, -60.8",16.4,-60.8
"16.4, -60.825",16.4,-60.825
"16.4, -60.85",16.4,-60.85
"16.4, -60.875",16.4,-60.875
"16.4, -60.9",16.4,-60.9
"16.4, -60.925",16.4,-60.925
"16.4, -60.95",16.4,-60.95
"16.4, -60.975",16.4,-60.975
"16.4, -61",16.4,-61
"16.4, -61.025",16.4,-61.025
"16.4, -61.05",16.4,-61.05
"16.4, -61.075",16.4,-61.075
"16.4, -61.1",16.4,-61.1
"16.4, -61.125",16.4,-61.125
"16.4, -61.15",16.4,-61.15
"16.4, -61.175",16.4,-61.175
"16.4, -61.2",16.4,-61.2
"16.4, -61.225",16.4,-61.225
"16.4, -61.25",16.4,-61.25
"16.4, -61.275",16.4,-61.275
"16.4, -61.3",16.4,-61.3
"16.4, -61.325",16.4,-61.325
"16.4, -61.35",16.4,-61.35
"16.4, -61.375",16.4,-61.375
"16.4, -61.4",16.4,-61.4
"16.4, -61.55",16.4,-61.55
"16.4, -61.575",16.4,-61.575
"16.4, -61.6",16.4,-61.6
"16.4, -61.625",16.4,-61.625
"16.4, -61.65",16.4,-61.65
"16.4, -61.675",16.4,-61.675
"16.4, -61.7",16.4,-61.7
"16.4, -61.725",16.4,-61.725
"16.4, -61.75",16.4,-61.75
"16.4, -61.775",16.4,-61.775
"16.4, -61.8",16.4,-61.8
"16.4, -61.825",16.4,-61.825
"16.4, -61.85",16.4,-61.85
"16.4, -61.875",16.4,-61.875
"16.4, -61.9",16.4,-61.9
"16.4, -61.925",16.4,-61.925
"16.4, -61.95",16.4,-61.95
"16.4, -61.975",16.4,-61.975
"16.4, -62",16.4,-62
"16.4, -62.025",16.4,-62.025
"16.4, -62.05",16.4,-62.05
"16.4, -62.075",16.4,-62.075
"16.4, -62.1",16.4,-62.1
"16.4, -62.125",16.4,-62.125
"16.4, -62.15",16.4,-62.15
"16.4, -62.175",16.4,-62.175
"16.4, -62.2",16.4,-62.2
"16.425, -60.4",16.425,-60.4
"16.425, -60.425",16.425,-60.425
"16.425, -60.45",16.425,-60.45
"16.425, -60.475",16.425,-60.475
"16.425, -60.5",16.425,-60.5
"16.425, -60.525",16.425,-60.525
"16.425, -60.55",16.425,-60.55
"16.425, -60.575",16.425,-60.575
"16.425, -60.6",16.425,-60.6
"16.425, -60.625",16.425,-60.625
"16.425, -60.65",16.425,-60.65
"16.425, -60.675",16.425,-60.675
"16.425, -60.7",16.425,-60.7
"16.425, -60.725",16.425,-60.725
"16.425, -60.75",16.425,-60.75
"16.425, -60.775",16.425,-60.775
"16.425, -60.8",16.425,-60.8
"16.425, -60.825",16.425,-60.825
"16.425, -60.85",16.425,-60.85
"16.425, -60.875",16.425,-60.875
"16.425, -60.9",16.425,-60.9
"16.425, -60.925",16.425,-60.925
"16.425, -60.95",16.425,-60.95
"16.425, -60.975",16.425,-60.975
"16.425, -61",16.425,-61
"16.425, -61.025",16.425,-61.025
"16.425, -61.05",16.425,-61.05
"16.425, -61.075",16.425,-61.075
"16.425, -61.1",16.425,-61.1
"16.425, -61.125",16.425,-61.125
"16.425, -61.15",16.425,-61.15
"16.425, -61.175",16.425,-61.175
"16.425, -61.2",16.425,-61.2
"16.425, -61.225",16.425,-61.225
"16.425, -61.25",16.425,-61.25
"16.425, -61.275",16.425,-61.275
"16.425, -61.3",16.425,-61.3
"16.425, -61.325",16.425,-61.325
"16.425, -61.35",16.425,-61.35
"16.425, -61.375",16.425,-61.375
"16.425, -61.55",16.425,-61.55
"16.425, -61.575",16.425,-61.575
"16.425, -61.6",16.425,-61.6
"16.425, -61.625",16.425,-61.625
"16.425, -61.65",16.425,-61.65
"16.425, -61.675",16.425,-61.675
"16.425, -61.7",16.425,-61.7
"16.425, -61.725",16.425,-61.725
"16.425, -61.75",16.425,-61.75
"16.425, -61.775",16.425,-61.775
"16.425, -61.8",16.425,-61.8
"16.425, -61.825",16.425,-61.825
"16.425, -61.85",16.425,-61.85
"16.425, -61.875",16.425,-61.875
"16.425, -61.9",16.425,-61.9
"16.425, -61.925",16.425,-61.925
"16.425, -61.95",16.425,-61.95
"16.425, -61.975",16.425,-61.975
"16.425, -62",16.425,-62
"16.425, -62.025",16.425,-62.025
"16.425, -62.05",16.425,-62.05
"16.425, -62.075",16.425,-62.075
"16.425, -62.1",16.425,-62.1
"16.425, -62.125",16.425,-62.125
"16.425, -62.15",16.425,-62.15
"16.425, -62.175",16.425,-62.175
"16.425, -62.2",16.425,-62.2
"16.45, -60.4",16.45,-60.4
"16.45, -60.425",16.45,-60.425
"16.45, -60.45",16.45,-60.45
"16.45, -60.475",16.45,-60.475
"16.45, -60.5",16.45,-60.5
"16.45, -60.525",16.45,-60.525
"16.45, -60.55",16.45,-60.55
"16.45, -60.575",16.45,-60.575
"16.45, -60.6",16.45,-60.6
"16.45, -60.625",16.45,-60.625
"16.45, -60.65",16.45,-60.65
"16.45, -60.675",16.45,-60.675
"16.45, -60.7",16.45,-60.7
"16.45, -60.725",16.45,-60.725
"16.45, -60.75",16.45,-60.75
"16.45, -60.775",16.45,-60.775
"16.45, -60.8",16.45,-60.8
"16.45, -60.825",16.45,-60.825
"16.45, -60.85",16.45,-60.85
"16.45, -60.875",16.45,-60.875
"16.45, -60.9",16.45,-60.9
"16.45, -60.925",16.45,-60.925
"16.45, -60.95",16.45,-60.95
"16.45, -60.975",16.45,-60.975
"16.45, -61",16.45,-61
"16.45, -61.025",16.45,-61.025
"16.45, -61.05",16.45,-61.05
"16.45, -61.075",16.45,-61.075
"16.45, -61.1",16.45,-61.1
"16.45, -61.125",16.45,-61.125
"16.45, -61.15",16.45,-61.15
"16.45, -61.175",16.45,-61.175
"16.45, -61.2",16.45,-61.2
"16.45, -61.225",16.45,-61.225
"16.45, -61.25",16.45,-61.25
"16.45, -61.275",16.45,-61.275
"16.45, -61.3",16.45,-61.3
"16.45, -61.325",16.45,-61.325
"16.45, -61.35",16.45,-61.35
"16.45, -61.375",16.45,-61.375
"16.45, -61.4",16.45,-61.4
"16.45, -61.55",16.45,-61.55
"16.45, -61.575",16.45,-61.575
"16.45, -61.6",16.45,-61.6
"16.45, -61.625",16.45,-61.625
"16.45, -61.65",16.45,-61.65
"16.45, -61.675",16.45,-61.675
"16.45, -61.7",16.45,-61.7
"16.45, -61.725",16.45,-61.725
"16.45, -61.75",16.45,-61.75
"16.45, -61.775",16.45,-61.775
"16.45, -61.8",16.45,-61.8
"16.45, -61.825",16.45,-61.825
"16.45, -61.85",16.45,-61.85
"16.45, -61.875",16.45,-61.875
"16.45, -61.9",16.45,-61.9
"16.45, -61.925",16.45,-61.925
"16.45, -61.95",16.45,-61.95
"16.45, -61.975",16.45,-61.975
"16.45, -62",16.45,-62
"16.45, -62.025",16.45,-62.025
"16.45, -62.05",16.45,-62.05
"16.45, -62.075",16.45,-62.075
"16.45, -62.1",16.45,-62.1
"16.45, -62.125",16.45,-62.125
"16.45, -62.15",16.45,-62.15
"16.45, -62.175",16.45,-62.175
"16.45, -62.2",16.45,-62.2
"16.475, -60.4",16.475,-60.4
"16.475, -60.425",16.475,-60.425
"16.475, -60.45",16.475,-60.45
"16.475, -60.475",16.475,-60.475
"16.475, -60.5",16.475,-60.5
"16.475, -60.525",16.475,-60.525
"16.475, -60.55",16.475,-60.55
"16.475, -60.575",16.475,-60.575
"16.475, -60.6",16.475,-60.6
"16.475, -60.625",16.475,-60.625
"16.475, -60.65",16.475,-60.65
"16.475, -60.675",16.475,-60.675
"16.475, -60.7",16.475,-60.7
"16.475, -60.725",16.475,-60.725
"16.475, -60.75",16.475,-60.75
"16.475, -60.775",16.475,-60.775
"16.475, -60.8",16.475,-60.8
"16.475, -60.825",16.475,-60.825
"16.475, -60.85",16.475,-60.85
"16.475, -60.875",16.475,-60.875
"16.475, -60.9",16.475,-60.9
"16.475, -60.925",16.475,-60.925
"16.475, -60.95",16.475,-60.95
"16.475, -60.975",16.475,-60.975
"16.475, -61",16.475,-61
"16.475, -61.025",16.475,-61.025
"16.475, -61.05",16.475,-61.05
"16.475, -61.075",16.475,-61.075
"16.475, -61.1",16.475,-61.1
"16.475, -61.125",16.475,-61.125
"16.475, -61.15",16.475,-61.15
"16.475, -61.175",16.475,-61.175
"16.475, -61.2",16.475,-61.2
"16.475, -61.225",16.475,-61.225
"16.475, -61.25",16.475,-61.25
"16.475, -61.275",16.475,-61.275
"16.475, -61.3",16.475,-61.3
"16.475, -61.325",16.475,-61.325
"16.475, -61.35",16.475,-61.35
"16.475, -61.375",16.475,-61.375
"16.475, -61.4",16.475,-61.4
"16.475, -61.525",16.475,-61.525
"16.475, -61.55",16.475,-61.55
"16.475, -61.575",16.475,-61.575
"16.475, -61.6",16.475,-61.6
"16.475, -61.625",16.475,-61.625
"16.475, -61.65",16.475,-61.65
"16.475, -61.675",16.475,-61.675
"16.475, -61.7",16.475,-61.7
"16.475, -61.725",16.475,-61.725
"16.475, -61.75",16.475,-61.75
"16.475, -61.775",16.475,-61.775
"16.475, -61.8",16.475,-61.8
"16.475, -61.825",16.475,-61.825
"16.475, -61.85",16.475,-61.85
"16.475, -61.875",16.475,-61.875
"16.475, -61.9",16.475,-61.9
"16.475, -61.925",16.475,-61.925
"16.475, -61.95",16.475,-61.95
"16.475, -61.975",16.475,-61.975
"16.475, -62",16.475,-62
"16.475, -62.025",16.475,-62.025
"16.475, -62.05",16.475,-62.05
"16.475, -62.075",16.475,-62.075
"16.475, -62.1",16.475,-62.1
"16.475, -62.125",16.475,-62.125
"16.475, -62.15",16.475,-62.15
"16.475, -62.175",16.475,-62.175
"16.475, -62.2",16.475,-62.2
"16.5, -60.4",16.5,-60.4
"16.5, -60.425",16.5,-60.425
"16.5, -60.45",16.5,-60.45
"16.5, -60.475",16.5,-60.475
"16.5, -60.5",16.5,-60.5
"16.5, -60.525",16.5,-60.525
"16.5, -60.55",16.5,-60.55
"16.5, -60.575",16.5,-60.575
"16.5, -60.6",16.5,-60.6
"16.5, -60.625",16.5,-60.625
"16.5, -60.65",16.5,-60.65
"16.5, -60.675",16.5,-60.675
"16.5, -60.7",16.5,-60.7
"16.5, -60.725",16.5,-60.725
"16.5, -60.75",16.5,-60.75
"16.5, -60.775",16.5,-60.775
"16.5, -60.8",16.5,-60.8
"16.5, -60.825",16.5,-60.825
"16.5, -60.85",16.5,-60.85
"16.5, -60.875",16.5,-60.875
"16.5, -60.9",16.5,-60.9
"16.5, -60.925",16.5,-60.925
"16.5, -60.95",16.5,-60.95
"16.5, -60.975",16.5,-60.975
"16.5, -61",16.5,-61
"16.5, -61.025",16.5,-61.025
"16.5, -61.05",16.5,-61.05
"16.5, -61.075",16.5,-61.075
"16.5, -61.1",16.5,-61.1
"16.5, -61.125",16.5,-61.125
"16.5, -61.15",16.5,-61.15
"16.5, -61.175",16.5,-61.175
"16.5, -61.2",16.5,-61.2
"16.5, -61.225",16.5,-61.225
"16.5, -61.25",16.5,-61.25
"16.5, -61.275",16.5,-61.275
"16.5, -61.3",16.5,-61.3
"16.5, -61.325",16.5,-61.325
"16.5, -61.35",16.5,-61.35
"16.5, -61.375",16.5,-61.375
"16.5, -61.4",16.5,-61.4
"16.5, -61.425",16.5,-61.425
"16.5, -61.45",16.5,-61.45
"16.5, -61.5",16.5,-61.5
"16.5, -61.525",16.5,-61.525
"16.5, -61.55",16.5,-61.55
"16.5, -61.575",16.5,-61.575
"16.5, -61.6",16.5,-61.6
"16.5, -61.625",16.5,-61.625
"16.5, -61.65",16.5,-61.65
"16.5, -61.675",16.5,-61.675
"16.5, -61.7",16.5,-61.7
"16.5, -61.725",16.5,-61.725
"16.5, -61.75",16.5,-61.75
"16.5, -61.775",16.5,-61.775
"16.5, -61.8",16.5,-61.8
"16.5, -61.825",16.5,-61.825
"16.5, -61.85",16.5,-61.85
"16.5, -61.875",16.5,-61.875
"16.5, -61.9",16.5,-61.9
"16.5, -61.925",16.5,-61.925
"16.5, -61.95",16.5,-61.95
"16.5, -61.975",16.5,-61.975
"16.5, -62",16.5,-62
"16.5, -62.025",16.5,-62.025
